time,open,high,low,close,tick_volume,spread
2026-07-18 22:15:00,1.275,1.27562,1.27469,1.275,1352,0.000165
2026-07-18 22:30:00,1.275,1.27703,1.27438,1.27674,1103,0.000161
2026-07-18 22:45:00,1.27674,1.27817,1.27658,1.27769,1554,0.000178
2026-07-18 23:00:00,1.27769,1.2783,1.27612,1.27651,1029,0.000152
2026-07-18 23:15:00,1.27651,1.27914,1.27591,1.27883,1524,0.000154
2026-07-18 23:30:00,1.27883,1.28044,1.27831,1.28002,1705,0.000154
2026-07-18 23:45:00,1.28002,1.28232,1.27979,1.28166,1341,0.000165
2026-07-19 00:00:00,1.28166,1.28167,1.28059,1.28083,894,0.000167
2026-07-19 00:15:00,1.28083,1.2811,1.27878,1.27925,1397,0.000155
2026-07-19 00:30:00,1.27925,1.27952,1.27786,1.27866,503,0.00017
2026-07-19 00:45:00,1.27866,1.28023,1.27821,1.27994,1226,0.000167
2026-07-19 01:00:00,1.27994,1.28001,1.27776,1.27825,969,0.000173
2026-07-19 01:15:00,1.27825,1.27868,1.27779,1.27813,2019,0.000152
2026-07-19 01:30:00,1.27813,1.27826,1.27676,1.27712,2352,0.000164
2026-07-19 01:45:00,1.27712,1.27846,1.27656,1.27806,1247,0.000167
2026-07-19 02:00:00,1.27806,1.27896,1.27664,1.27717,1775,0.000168
2026-07-19 02:15:00,1.27717,1.27891,1.27622,1.27839,1830,0.000171
2026-07-19 02:30:00,1.27839,1.27875,1.27779,1.27861,1715,0.000179
2026-07-19 02:45:00,1.27861,1.27888,1.27803,1.2785,1384,0.000166
2026-07-19 03:00:00,1.2785,1.27946,1.27814,1.27874,2018,0.000162
2026-07-19 03:15:00,1.27874,1.27901,1.27568,1.27569,1113,0.000175
2026-07-19 03:30:00,1.27569,1.27657,1.27415,1.27478,896,0.000168
2026-07-19 03:45:00,1.27478,1.27523,1.27258,1.27292,1464,0.000179
2026-07-19 04:00:00,1.27292,1.27307,1.27187,1.27255,1490,0.000177
2026-07-19 04:15:00,1.27255,1.27303,1.271,1.27173,1891,0.000163
2026-07-19 04:30:00,1.27173,1.27274,1.27035,1.2707,1737,0.000161
2026-07-19 04:45:00,1.2707,1.27128,1.26822,1.26904,1777,0.000163
2026-07-19 05:00:00,1.26904,1.26932,1.26633,1.26676,1545,0.000163
2026-07-19 05:15:00,1.26676,1.26758,1.26476,1.26519,1308,0.000171
2026-07-19 05:30:00,1.26519,1.26561,1.2644,1.26499,880,0.000178
2026-07-19 05:45:00,1.26499,1.26593,1.26308,1.2637,2249,0.000177
2026-07-19 06:00:00,1.2637,1.26475,1.263,1.26398,1679,0.00018
2026-07-19 06:15:00,1.26398,1.26502,1.26379,1.26417,1838,0.000172
