time,open,high,low,close,tick_volume,spread
2026-06-10 23:00:00,0.665,0.66632,0.66468,0.665,1369,0.000136
2026-06-11 00:00:00,0.665,0.66617,0.66439,0.6647,1132,0.000145
2026-06-11 01:00:00,0.6647,0.6658,0.66168,0.66232,1466,0.000135
2026-06-11 02:00:00,0.66232,0.66315,0.66182,0.66248,1079,0.000158
2026-06-11 03:00:00,0.66248,0.66343,0.66018,0.66177,1421,0.000133
2026-06-11 04:00:00,0.66177,0.66307,0.66116,0.66215,1733,0.000131
2026-06-11 05:00:00,0.66215,0.6659,0.66071,0.66511,1772,0.00015
2026-06-11 06:00:00,0.66511,0.66689,0.66208,0.66345,1229,0.000153
2026-06-11 07:00:00,0.66345,0.66488,0.66112,0.66394,1313,0.000142
2026-06-11 08:00:00,0.66394,0.66596,0.66248,0.66509,668,0.000139
2026-06-11 09:00:00,0.66509,0.66847,0.6643,0.66715,1462,0.000165
2026-06-11 10:00:00,0.66715,0.6678,0.66686,0.66692,1232,0.000147
2026-06-11 11:00:00,0.66692,0.66694,0.66415,0.66431,1519,0.000164
2026-06-11 12:00:00,0.66431,0.66518,0.6619,0.66328,1521,0.000132
2026-06-11 13:00:00,0.66328,0.66479,0.66219,0.66406,1662,0.00014
2026-06-11 14:00:00,0.66406,0.66674,0.66277,0.66533,838,0.000168
2026-06-11 15:00:00,0.66533,0.66622,0.66416,0.66458,1303,0.000132
2026-06-11 16:00:00,0.66458,0.6678,0.66342,0.66688,968,0.000136
2026-06-11 17:00:00,0.66688,0.66941,0.66631,0.66777,1613,0.000144
2026-06-11 18:00:00,0.66777,0.67002,0.66768,0.669,1438,0.000157
2026-06-11 19:00:00,0.669,0.67035,0.66665,0.66805,648,0.000131
2026-06-11 20:00:00,0.66805,0.66961,0.66729,0.66883,1539,0.000157
2026-06-11 21:00:00,0.66883,0.66968,0.66694,0.66831,649,0.000164
2026-06-11 22:00:00,0.66831,0.67067,0.66684,0.67046,1270,0.000139
2026-06-11 23:00:00,0.67046,0.67468,0.66918,0.67368,1256,0.000156
2026-06-12 00:00:00,0.67368,0.67531,0.6727,0.67526,1180,0.000149
2026-06-12 01:00:00,0.67526,0.67563,0.674,0.67499,1080,0.000164
2026-06-12 02:00:00,0.67499,0.67582,0.67354,0.67422,1154,0.000141
2026-06-12 03:00:00,0.67422,0.67538,0.67296,0.67483,1385,0.000159
2026-06-12 04:00:00,0.67483,0.67747,0.6741,0.6761,1631,0.000131
2026-06-12 05:00:00,0.6761,0.67924,0.67451,0.67745,1386,0.000154
2026-06-12 06:00:00,0.67745,0.68214,0.67658,0.68133,975,0.000159
2026-06-12 07:00:00,0.68133,0.68223,0.6795,0.68046,978,0.000145
2026-06-12 08:00:00,0.68046,0.68158,0.68027,0.68126,1841,0.000159
2026-06-12 09:00:00,0.68126,0.6825,0.67989,0.68213,1292,0.000156
2026-06-12 10:00:00,0.68213,0.6835,0.68147,0.68285,979,0.00016
2026-06-12 11:00:00,0.68285,0.68424,0.68166,0.68283,1657,0.000133
2026-06-12 12:00:00,0.68283,0.6837,0.68224,0.68245,1134,0.000152
2026-06-12 13:00:00,0.68245,0.68396,0.68205,0.68208,1372,0.000131
2026-06-12 14:00:00,0.68208,0.68344,0.6798,0.68177,1454,0.000141
2026-06-12 15:00:00,0.68177,0.68446,0.68058,0.68427,1407,0.000138
2026-06-12 16:00:00,0.68427,0.68941,0.68336,0.68805,871,0.000145
2026-06-12 17:00:00,0.68805,0.69096,0.68769,0.68955,1238,0.00015
2026-06-12 18:00:00,0.68955,0.69031,0.6855,0.68676,812,0.000155
2026-06-12 19:00:00,0.68676,0.68741,0.68579,0.68676,1336,0.000154
2026-06-12 20:00:00,0.68676,0.68769,0.68572,0.68721,1106,0.000167
2026-06-12 21:00:00,0.68721,0.69003,0.68658,0.68949,943,0.000162
2026-06-12 22:00:00,0.68949,0.69292,0.68873,0.69175,1096,0.000147
2026-06-12 23:00:00,0.69175,0.69445,0.69124,0.69362,1228,0.000147
2026-06-13 00:00:00,0.69362,0.69522,0.69354,0.69449,531,0.000151
2026-06-13 01:00:00,0.69449,0.69613,0.694,0.69509,1413,0.000153
2026-06-13 02:00:00,0.69509,0.69564,0.69481,0.69523,1114,0.00016
2026-06-13 03:00:00,0.69523,0.69714,0.69427,0.69697,1599,0.000136
2026-06-13 04:00:00,0.69697,0.69795,0.69575,0.69689,1123,0.000166
2026-06-13 05:00:00,0.69689,0.69701,0.69537,0.69673,1216,0.000162
2026-06-13 06:00:00,0.69673,0.69683,0.69504,0.69667,1063,0.000142
2026-06-13 07:00:00,0.69667,0.69831,0.69484,0.6973,1376,0.000153
2026-06-13 08:00:00,0.6973,0.69851,0.69552,0.69654,1299,0.000133
2026-06-13 09:00:00,0.69654,0.69869,0.6959,0.69687,1011,0.000132
2026-06-13 10:00:00,0.69687,0.70101,0.69634,0.70014,1294,0.000133
2026-06-13 11:00:00,0.70014,0.7015,0.69621,0.69734,809,0.000158
