time,open,high,low,close,tick_volume,spread
2026-07-18 22:15:00,0.665,0.66557,0.66491,0.665,1593,0.000139
2026-07-18 22:30:00,0.665,0.6668,0.66434,0.66628,1301,0.000144
2026-07-18 22:45:00,0.66628,0.66777,0.66581,0.66723,1356,0.000132
2026-07-18 23:00:00,0.66723,0.66733,0.6659,0.66602,1387,0.000143
2026-07-18 23:15:00,0.66602,0.66686,0.66553,0.66673,1580,0.000136
2026-07-18 23:30:00,0.66673,0.66788,0.66627,0.66726,1367,0.000155
2026-07-18 23:45:00,0.66726,0.6685,0.66666,0.66846,1103,0.000139
2026-07-19 00:00:00,0.66846,0.66898,0.66724,0.66782,1962,0.000151
2026-07-19 00:15:00,0.66782,0.66916,0.66741,0.66855,1679,0.000141
2026-07-19 00:30:00,0.66855,0.66992,0.66828,0.66987,1223,0.000133
2026-07-19 00:45:00,0.66987,0.6705,0.66933,0.67032,600,0.000139
2026-07-19 01:00:00,0.67032,0.67052,0.6702,0.67031,1261,0.000141
2026-07-19 01:15:00,0.67031,0.6712,0.66979,0.67066,1412,0.000146
2026-07-19 01:30:00,0.67066,0.67099,0.67035,0.67059,1173,0.000155
2026-07-19 01:45:00,0.67059,0.67164,0.67028,0.67123,1578,0.000135
2026-07-19 02:00:00,0.67123,0.67239,0.67075,0.67196,1939,0.000156
2026-07-19 02:15:00,0.67196,0.67323,0.67179,0.67272,1803,0.000154
2026-07-19 02:30:00,0.67272,0.67393,0.67262,0.67331,1194,0.000148
2026-07-19 02:45:00,0.67331,0.67496,0.67299,0.67445,1629,0.000148
2026-07-19 03:00:00,0.67445,0.67501,0.67397,0.67477,1798,0.000146
2026-07-19 03:15:00,0.67477,0.67527,0.6746,0.67474,1534,0.000154
2026-07-19 03:30:00,0.67474,0.67538,0.67318,0.67355,795,0.000131
2026-07-19 03:45:00,0.67355,0.67362,0.67225,0.67265,1900,0.00014
2026-07-19 04:00:00,0.67265,0.6741,0.67208,0.67391,1389,0.000147
2026-07-19 04:15:00,0.67391,0.67454,0.6737,0.67421,928,0.000147
2026-07-19 04:30:00,0.67421,0.67507,0.6738,0.67478,1572,0.000146
2026-07-19 04:45:00,0.67478,0.67509,0.6743,0.67497,1674,0.000148
