time,open,high,low,close,tick_volume,spread
2026-01-12 14:00:00,1.275,1.27602,1.27295,1.275,1437,0.000173
2026-01-12 18:00:00,1.275,1.27804,1.27233,1.27385,1365,0.000163
2026-01-12 22:00:00,1.27385,1.27596,1.2698,1.27103,1661,0.000166
2026-01-13 02:00:00,1.27103,1.27376,1.26325,1.26431,772,0.000173
2026-01-13 06:00:00,1.26431,1.2655,1.26211,1.26385,1990,0.000157
2026-01-13 10:00:00,1.26385,1.2639,1.26121,1.26355,1941,0.000155
2026-01-13 14:00:00,1.26355,1.26613,1.25486,1.25782,1918,0.000166
2026-01-13 18:00:00,1.25782,1.26443,1.25598,1.26125,1916,0.000151
2026-01-13 22:00:00,1.26125,1.26666,1.26002,1.26402,1655,0.000165
2026-01-14 02:00:00,1.26402,1.2662,1.26137,1.26363,1513,0.00015
2026-01-14 06:00:00,1.26363,1.26498,1.26158,1.26492,1335,0.000176
2026-01-14 10:00:00,1.26492,1.26495,1.26078,1.26283,1520,0.000179
2026-01-14 14:00:00,1.26283,1.27314,1.2621,1.27057,1853,0.000177
2026-01-14 18:00:00,1.27057,1.27888,1.26853,1.27598,1762,0.000169
2026-01-14 22:00:00,1.27598,1.28024,1.2736,1.27911,1632,0.000159
2026-01-15 02:00:00,1.27911,1.28051,1.27826,1.27891,2132,0.000157
2026-01-15 06:00:00,1.27891,1.27939,1.27689,1.2777,1658,0.000168
2026-01-15 10:00:00,1.2777,1.28579,1.27589,1.28351,2071,0.000177
2026-01-15 14:00:00,1.28351,1.28476,1.27411,1.2762,1847,0.000167
2026-01-15 18:00:00,1.2762,1.27774,1.26866,1.26986,2174,0.000177
2026-01-15 22:00:00,1.26986,1.27505,1.26886,1.27493,1534,0.000169
2026-01-16 02:00:00,1.27493,1.27703,1.26573,1.2664,774,0.000164
2026-01-16 06:00:00,1.2664,1.26831,1.25842,1.25959,1422,0.000178
2026-01-16 10:00:00,1.25959,1.2598,1.2561,1.25863,1272,0.000166
2026-01-16 14:00:00,1.25863,1.26071,1.25534,1.2567,2050,0.00017
